rowNumber,Date,Company,Level,Title,TCOMP,Location,YearsOfExperience,YearsOfService,Tag,BaseSalary,StockGrant,Bonus,Gender,CityId
17111,2019-11-04,AMAZON,L5,Software Engineer,166.0,"Seattle, WA",2,1,Full Stack,99.0,67.0,0.0,Male,11527
17233,2019-11-06,AMAZON,L4,Software Engineer,173.0,"Seattle, WA",1,1,Distributed Systems (Back-End),147.0,16.0,10.0,Male,11527
17267,2019-11-07,AMAZON,SDE I,Software Engineer,214.0,"Seattle, WA",1,0,API Development (Back-End),176.0,3.0,35.0,Male,11527
17298,2019-11-07,AMAZON,L5,Software Engineer,224.0,"Seattle, WA",6,6,API Development (Back-End),143.0,81.0,0.0,Male,11527
17425,2019-11-10,AMAZON,L5,Software Engineer,182.0,"Seattle, WA",2,4,API Development (Back-End),105.0,77.0,0.0,NotDisclosed,11527
17487,2019-11-12,AMAZON,L5,Software Engineer,145.0,"Seattle, WA",8,2,DevOps,114.0,31.0,0.0,NotDisclosed,11527
17510,2019-11-13,AMAZON,L4,Software Engineer,143.0,"Seattle, WA",0,0,API Development (Back-End),84.0,21.0,38.0,Male,11527
17523,2019-11-13,AMAZON,L4,Software Engineer,177.0,"Seattle, WA",1,1,Distributed Systems (Back-End),133.0,10.0,34.0,Male,11527
17533,2019-11-13,AMAZON,SDE II,Software Engineer,192.0,"Seattle, WA",2,3,Full Stack,173.0,19.0,0.0,Male,11527
17575,2019-11-14,AMAZON,L4,Software Engineer,229.0,"Seattle, WA",2,0,Distributed Systems (Back-End),208.0,4.0,17.0,Male,11527
17626,2019-11-15,AMAZON,L4,Software Engineer,220.0,"Seattle, WA",4,0,Distributed Systems (Back-End),133.0,87.0,0.0,Male,11527
17676,2019-11-15,AMAZON,L4,Software Engineer,227.0,"Seattle, WA",1,0,Full Stack,175.0,22.0,30.0,Male,11527
17721,2019-11-16,AMAZON,SDE I,Software Engineer,117.0,"Seattle, WA",0,0,TBD,80.0,15.0,22.0,Male,11527
17730,2019-11-17,AMAZON,L4,Software Engineer,244.0,"Seattle, WA",1,0,ML / AI,166.0,65.0,13.0,NotDisclosed,11527
17752,2019-11-17,AMAZON,SDE II,Software Engineer,179.0,"Seattle, WA",3,4,API Development (Back-End),123.0,56.0,0.0,Male,11527
17771,2019-11-18,AMAZON,SDE II,Software Engineer,142.0,"Seattle, WA",3,0,Cloud Compute,97.0,5.0,40.0,Male,11527
17817,2019-11-19,AMAZON,SDE I,Software Engineer,134.0,"Seattle, WA",0,0,API Development (Back-End),86.0,12.0,36.0,Male,11527
17845,2019-11-19,AMAZON,SDE I,Software Engineer,192.0,"Seattle, WA",0,0,Distributed Systems (Back-End),136.0,21.0,35.0,Male,11527
17955,2019-11-22,AMAZON,L4,Software Engineer,199.0,"Seattle, WA",0,0,API Development (Back-End),154.0,35.0,10.0,Female,11527
17959,2019-11-22,AMAZON,SDE I,Software Engineer,188.0,"Seattle, WA",0,0,Distributed Systems (Back-End),152.0,19.0,17.0,Male,11527
17986,2019-11-22,AMAZON,L5,Software Engineer,196.0,"Seattle, WA",1,0,Full Stack,145.0,26.0,25.0,Male,11527
18007,2019-11-23,AMAZON,L5,Software Engineer,170.0,"Seattle, WA",4,4,Distributed Systems (Back-End),103.0,67.0,0.0,NotDisclosed,11527
18036,2019-11-24,AMAZON,L4,Software Engineer,223.0,"Seattle, WA",2,0,Web Development (Front-End),174.0,44.0,5.0,Male,11527
18054,2019-11-24,AMAZON,L6,Software Engineer,196.0,"Seattle, WA",5,4,Distributed Systems (Back-End),110.0,86.0,0.0,Male,11527
18083,2019-11-25,AMAZON,L5,Software Engineer,276.0,"Seattle, WA",5,2,API Development (Back-End),192.0,46.0,38.0,Male,11527
18229,2019-11-28,AMAZON,SDE II,Software Engineer,160.0,"Seattle, WA",1,2,Distributed Systems (Back-End),103.0,57.0,0.0,NotDisclosed,11527
18238,2019-11-28,AMAZON,L5,Software Engineer,235.0,"Seattle, WA",7,3,Distributed Systems (Back-End),171.0,64.0,0.0,Male,11527
18239,2019-11-28,AMAZON,SDE III,Software Engineer,271.0,"Seattle, WA",7,7,API Development (Back-End),162.0,109.0,0.0,Male,11527
18308,2019-12-01,AMAZON,L5,Software Engineer,201.0,"Seattle, WA",6,6,Distributed Systems (Back-End),132.0,69.0,0.0,Male,11527
18324,2019-12-01,AMAZON,L5,Software Engineer,104.0,"Seattle, WA",7,0,Business Intelligence Engineer II,78.0,15.0,11.0,Male,11527
18330,2019-12-01,AMAZON,L5,Software Engineer,266.0,"Seattle, WA",11,3,Testing (SDET),197.0,69.0,0.0,Male,11527
18345,2019-12-02,AMAZON,L4,Software Engineer,127.0,"Seattle, WA",1,0,Full Stack,88.0,4.0,35.0,Male,11527
18383,2019-12-03,AMAZON,L5,Software Engineer,193.0,"Seattle, WA",1,0,Full Stack,115.0,49.0,29.0,Male,11527
18425,2019-12-04,AMAZON,SDE I,Software Engineer,100.0,"Seattle, WA",1,0,API Development (Back-End),74.0,7.0,19.0,Male,11527
18435,2019-12-04,AMAZON,SDE I,Software Engineer,176.0,"Seattle, WA",0,0,Full Stack,147.0,24.0,5.0,Male,11527
18456,2019-12-05,AMAZON,SDE I,Software Engineer,195.0,"Seattle, WA",0,0,SDE I,154.0,25.0,16.0,Male,11527
18593,2019-12-08,AMAZON,SDE I,Software Engineer,161.0,"Seattle, WA",0,0,API Development (Back-End),116.0,6.0,39.0,Male,11527
18620,2019-12-09,AMAZON,SDE II,Software Engineer,255.0,"Seattle, WA",16,3,Networking,201.0,54.0,0.0,Male,11527
18638,2019-12-09,AMAZON,SDE II,Software Engineer,222.0,"Seattle, WA",4,1,API Development (Back-End),154.0,47.0,21.0,NotDisclosed,11527
18740,2019-12-11,AMAZON,L4,Software Engineer,190.0,"Seattle, WA",2,0,API Development (Back-End),152.0,22.0,16.0,Male,11527
18798,2019-12-12,AMAZON,L4,Software Engineer,113.0,"Seattle, WA",2,0,API Development (Back-End),94.0,4.0,15.0,Male,11527
18849,2019-12-13,AMAZON,SDE I,Software Engineer,181.0,"Seattle, WA",0,0,API Development (Back-End),124.0,27.0,30.0,Male,11527
18851,2019-12-13,AMAZON,L5,Software Engineer,200.0,"Seattle, WA",13,3,Distributed Systems (Back-End),151.0,49.0,0.0,Male,11527
18888,2019-12-14,AMAZON,L5,Software Engineer,206.0,"Seattle, WA",4,2,Full Stack,174.0,32.0,0.0,Male,11527
19016,2019-12-17,AMAZON,L6,Software Engineer,141.0,"Seattle, WA",19,6,Full Stack,83.0,58.0,0.0,Male,11527
19043,2019-12-17,AMAZON,L4,Software Engineer,193.0,"Seattle, WA",2,0,API Development (Back-End),168.0,5.0,20.0,Male,11527
19116,2019-12-18,AMAZON,L4,Software Engineer,155.0,"Seattle, WA",0,0,New Grad,114.0,4.0,37.0,Male,11527
19131,2019-12-19,AMAZON,SDE I,Software Engineer,135.0,"Seattle, WA",0,0,Full Stack,100.0,3.0,32.0,Male,11527
19197,2019-12-20,AMAZON,SDE I,Software Engineer,149.0,"Seattle, WA",1,0,Full Stack,110.0,5.0,34.0,Male,11527
19252,2019-12-22,AMAZON,SDE II,Software Engineer,279.0,"Seattle, WA",5,2,ML / AI,190.0,89.0,0.0,NotDisclosed,11527
19338,2019-12-26,AMAZON,L6,Software Engineer,196.0,"Seattle, WA",9,4,Distributed Systems (Back-End),90.0,106.0,0.0,NotDisclosed,11527
19340,2019-12-26,AMAZON,SDE I,Software Engineer,139.0,"Seattle, WA",1,0,Full Stack,102.0,25.0,12.0,Male,11527
19373,2019-12-27,AMAZON,L5,Software Engineer,161.0,"Seattle, WA",7,4,Distributed Systems (Back-End),83.0,78.0,0.0,Male,11527
19394,2019-12-28,AMAZON,L4,Software Engineer,187.0,"Seattle, WA",0,0,Full Stack,167.0,12.0,8.0,Male,11527
19402,2019-12-28,AMAZON,L6,Software Engineer,178.0,"Seattle, WA",7,3,Web Development (Front-End),87.0,91.0,0.0,Male,11527
19411,2019-12-28,AMAZON,L6,Software Engineer,263.0,"Seattle, WA",8,8,Full Stack,202.0,61.0,0.0,Male,11527
19438,2019-12-29,AMAZON,SDE I,Software Engineer,175.0,"Seattle, WA",0,0,Distributed Systems (Back-End),135.0,27.0,13.0,NotDisclosed,11527
19441,2019-12-30,AMAZON,L5,Software Engineer,148.0,"Seattle, WA",3,4,Testing (SDET),120.0,28.0,0.0,Male,11527
19449,2019-12-30,AMAZON,L5,Software Engineer,199.0,"Seattle, WA",4,3,API Development (Back-End),143.0,56.0,0.0,Male,11527
19528,2019-12-31,AMAZON,L5,Software Engineer,253.0,"Seattle, WA",32,2,Distributed Systems (Back-End),186.0,67.0,0.0,Male,11527
19531,2019-12-31,AMAZON,L6,Software Engineer,270.0,"Seattle, WA",6,8,Distributed Systems (Back-End),198.0,72.0,0.0,Male,11527
19547,2020-01-01,AMAZON,L5,Software Engineer,143.0,"Seattle, WA",5,5,API Development (Back-End),85.0,58.0,0.0,Male,11527
19583,2020-01-02,AMAZON,L4,Software Engineer,173.0,"Seattle, WA",1,1,Distributed Systems (Back-End),132.0,23.0,18.0,Male,11527
19618,2020-01-03,AMAZON,L5,Software Engineer,205.0,"Seattle, WA",7,2,API Development (Back-End),174.0,7.0,24.0,Female,11527
19636,2020-01-03,AMAZON,L5,Software Engineer,162.0,"Seattle, WA",7,5,Full Stack,86.0,76.0,0.0,Male,11527
19653,2020-01-04,AMAZON,L4,Software Engineer,180.0,"Seattle, WA",0,0,API Development (Back-End),157.0,5.0,18.0,Male,11527
19694,2020-01-05,AMAZON,SDE II,Software Engineer,192.0,"Seattle, WA",3,3,Full Stack,150.0,42.0,0.0,Male,11527
19718,2020-01-05,AMAZON,L5,Software Engineer,221.0,"Seattle, WA",3,1,API Development (Back-End),193.0,10.0,18.0,Male,11527
19729,2020-01-06,AMAZON,L5,Software Engineer,179.0,"Seattle, WA",2,4,API Development (Back-End),140.0,39.0,0.0,Male,11527
19823,2020-01-07,AMAZON,L4,Software Engineer,182.0,"Seattle, WA",1,1,Distributed Systems (Back-End),150.0,13.0,19.0,Male,11527
19890,2020-01-08,AMAZON,SDE II,Software Engineer,222.0,"Seattle, WA",3,4,Full Stack,147.0,75.0,0.0,Male,11527
19915,2020-01-08,AMAZON,L5,Software Engineer,162.0,"Seattle, WA",0,2,Distributed Systems (Back-End),107.0,55.0,0.0,Male,11527
19945,2020-01-09,AMAZON,L5,Software Engineer,259.0,"Seattle, WA",19,1,API Development (Back-End),157.0,102.0,0.0,Male,11527
19968,2020-01-10,AMAZON,SDE III,Software Engineer,262.0,"Seattle, WA",11,4,Distributed Systems (Back-End),205.0,57.0,0.0,NotDisclosed,11527
20013,2020-01-10,AMAZON,L5,Software Engineer,200.0,"Seattle, WA",4,1,ML / AI,141.0,59.0,0.0,Male,11527
20020,2020-01-10,AMAZON,SDE I,Software Engineer,159.0,"Seattle, WA",1,0,Unknown team,139.0,20.0,0.0,Female,11527
20092,2020-01-12,AMAZON,SDE II,Software Engineer,103.0,"Seattle, WA",4,2,Distributed Systems (Back-End),80.0,23.0,0.0,Male,11527
20097,2020-01-12,AMAZON,L6,Software Engineer,247.0,"Seattle, WA",15,9,Full Stack,155.0,92.0,0.0,Male,11527
20115,2020-01-13,AMAZON,L4,Software Engineer,106.0,"Seattle, WA",0,0,Full Stack,76.0,13.0,17.0,Male,11527
20123,2020-01-13,AMAZON,L4,Software Engineer,129.0,"Seattle, WA",0,0,Distributed Systems (Back-End),102.0,27.0,0.0,Male,11527
20145,2020-01-13,AMAZON,L4,Software Engineer,128.0,"Seattle, WA",0,0,API Development (Back-End),97.0,13.0,18.0,Male,11527
20156,2020-01-14,AMAZON,L5,Software Engineer,274.0,"Seattle, WA",7,3,ML / AI,186.0,88.0,0.0,Male,11527
20194,2020-01-14,AMAZON,SDE I,Software Engineer,168.0,"Seattle, WA",1,0,Full Stack,135.0,12.0,21.0,Male,11527
20251,2020-01-15,AMAZON,L4,Software Engineer,132.0,"Seattle, WA",6,1,Distributed Systems (Back-End),104.0,15.0,13.0,Male,11527
20253,2020-01-15,AMAZON,SDE I,Software Engineer,147.0,"Seattle, WA",1,0,Distributed Systems (Back-End),134.0,13.0,0.0,Male,11527
20272,2020-01-15,AMAZON,L4,Software Engineer,168.0,"Seattle, WA",0,0,Distributed Systems (Back-End),141.0,12.0,15.0,Male,11527
20275,2020-01-15,AMAZON,L4,Software Engineer,111.0,"Seattle, WA",1,1,Distributed Systems (Back-End),90.0,5.0,16.0,Male,11527
20279,2020-01-15,AMAZON,L5,Software Engineer,157.0,"Seattle, WA",4,3,Distributed Systems (Back-End),111.0,46.0,0.0,Male,11527
20295,2020-01-15,AMAZON,SDE I,Software Engineer,117.0,"Seattle, WA",0,0,API Development (Back-End),75.0,16.0,26.0,Male,11527
20301,2020-01-16,AMAZON,L5,Software Engineer,226.0,"Seattle, WA",3,1,Distributed Systems (Back-End),182.0,24.0,20.0,Male,11527
20434,2020-01-17,AMAZON,L5,Software Engineer,144.0,"Seattle, WA",8,4,Full Stack,93.0,51.0,0.0,Male,11527
20466,2020-01-18,AMAZON,L5,Software Engineer,204.0,"Seattle, WA",3,1,Web Development (Front-End),170.0,15.0,19.0,NotDisclosed,11527
20467,2020-01-18,AMAZON,L5,Software Engineer,117.0,"Seattle, WA",2,2,Distributed Systems (Back-End),72.0,45.0,0.0,Male,11527
20487,2020-01-18,AMAZON,SDE II,Software Engineer,259.0,"Seattle, WA",2,3,Mobile (iOS + Android),193.0,66.0,0.0,Male,11527
20608,2020-01-20,AMAZON,SDE I,Software Engineer,161.0,"Seattle, WA",0,0,Distributed Systems (Back-End),127.0,17.0,17.0,Male,11527
20752,2020-01-21,AMAZON,5,Software Engineer,127.0,"Seattle, WA",10,1,Distributed Systems (Back-End),85.0,29.0,13.0,Male,11527
20821,2020-01-22,AMAZON,L5,Software Engineer,171.0,"Seattle, WA",5,4,Full Stack,86.0,85.0,0.0,NotDisclosed,11527
20826,2020-01-22,AMAZON,L5,Software Engineer,161.0,"Seattle, WA",9,1,Distributed Systems (Back-End),121.0,20.0,20.0,Male,11527
20888,2020-01-23,AMAZON,SDE I,Software Engineer,115.0,"Seattle, WA",0,0,Full Stack,90.0,6.0,19.0,Male,11527
20935,2020-01-24,AMAZON,L4,Software Engineer,87.0,"Seattle, WA",1,1,Security,72.0,3.0,12.0,Male,11527
21024,2020-01-25,AMAZON,L5,Software Engineer,187.0,"Seattle, WA",5,1,API Development (Back-End),129.0,36.0,22.0,Male,11527
21120,2020-01-26,AMAZON,SDE I,Software Engineer,180.0,"Seattle, WA",0,0,API Development (Back-End),147.0,21.0,12.0,NotDisclosed,11527
21162,2020-01-27,AMAZON,L5,Software Engineer,254.0,"Seattle, WA",3,3,Distributed Systems (Back-End),154.0,74.0,26.0,Male,11527
21193,2020-01-27,AMAZON,SDE II,Software Engineer,140.0,"Seattle, WA",3,0,Full Stack,85.0,51.0,4.0,Male,11527
21242,2020-01-28,AMAZON,L5,Software Engineer,156.0,"Seattle, WA",5,3,DevOps,106.0,28.0,22.0,Male,11527
21296,2020-01-28,AMAZON,SDE II,Software Engineer,141.0,"Seattle, WA",4,6,Distributed Systems (Back-End),92.0,49.0,0.0,NotDisclosed,11527
21342,2020-01-29,AMAZON,SDE II,Software Engineer,149.0,"Seattle, WA",3,7,Distributed Systems (Back-End),105.0,44.0,0.0,Male,11527
21369,2020-01-29,AMAZON,L5,Software Engineer,165.0,"Seattle, WA",2,2,Full Stack,105.0,60.0,0.0,Female,11527
21444,2020-01-30,AMAZON,SDE III,Software Engineer,175.0,"Seattle, WA",4,2,ML / AI,107.0,68.0,0.0,Male,11527
21460,2020-01-30,AMAZON,SDE II,Software Engineer,244.0,"Seattle, WA",18,3,Full Stack,156.0,88.0,0.0,NotDisclosed,11527
21470,2020-01-31,AMAZON,L5,Software Engineer,251.0,"Seattle, WA",8,4,Distributed Systems (Back-End),201.0,50.0,0.0,Male,11527
21509,2020-01-31,AMAZON,L4,Software Engineer,125.0,"Seattle, WA",1,1,Distributed Systems (Back-End),73.0,25.0,27.0,Male,11527
21521,2020-01-31,AMAZON,5,Software Engineer,187.0,"Seattle, WA",3,7,ML / AI,127.0,60.0,0.0,Female,11527
21525,2020-01-31,AMAZON,L5,Software Engineer,149.0,"Seattle, WA",2,2,API Development (Back-End),88.0,46.0,15.0,NotDisclosed,11527
21527,2020-02-01,AMAZON,L4,Software Engineer,164.0,"Seattle, WA",0,0,Full Stack,132.0,32.0,0.0,NotDisclosed,11527
21548,2020-02-01,AMAZON,L4,Software Engineer,108.0,"Seattle, WA",2,2,Distributed Systems (Back-End),84.0,11.0,13.0,Male,11527
21704,2020-02-03,AMAZON,L4,Software Engineer,208.0,"Seattle, WA",1,1,Full Stack,174.0,4.0,30.0,Female,11527
21771,2020-02-04,AMAZON,SDE III,Software Engineer,242.0,"Seattle, WA",18,5,DevOps,186.0,56.0,0.0,Male,11527
21778,2020-02-04,AMAZON,L5,Software Engineer,241.0,"Seattle, WA",2,4,Full Stack,163.0,78.0,0.0,Male,11527
21788,2020-02-05,AMAZON,SDE I,Software Engineer,122.0,"Seattle, WA",7,1,API Development (Back-End),76.0,22.0,24.0,Male,11527
21833,2020-02-05,AMAZON,L4,Software Engineer,221.0,"Seattle, WA",0,0,Distributed Systems (Back-End),160.0,29.0,32.0,Female,11527
21866,2020-02-06,AMAZON,L5,Software Engineer,199.0,"Seattle, WA",4,4,Full Stack,196.0,3.0,0.0,Male,11527
21927,2020-02-06,AMAZON,L4,Software Engineer,147.0,"Seattle, WA",2,2,Testing (SDET),112.0,35.0,0.0,Male,11527
21935,2020-02-06,AMAZON,L5,Software Engineer,178.0,"Seattle, WA",4,7,Distributed Systems (Back-End),78.0,100.0,0.0,Male,11527
21984,2020-02-07,AMAZON,l4,Software Engineer,117.0,"Seattle, WA",3,1,qae,93.0,4.0,20.0,Female,11527
22037,2020-02-08,AMAZON,L4,Software Engineer,164.0,"Seattle, WA",2,0,API Development (Back-End),116.0,28.0,20.0,Male,11527
22039,2020-02-08,AMAZON,L6,Software Engineer,274.0,"Seattle, WA",13,2,Distributed Systems (Back-End),197.0,58.0,19.0,Male,11527
22102,2020-02-09,AMAZON,L5,Software Engineer,220.0,"Seattle, WA",4,0,ML / AI,124.0,70.0,26.0,Male,11527
22138,2020-02-09,AMAZON,SDE II,Software Engineer,216.0,"Seattle, WA",2,3,Full Stack,188.0,21.0,7.0,Male,11527
22205,2020-02-10,AMAZON,L4,Software Engineer,193.0,"Seattle, WA",0,0,Web Development (Front-End),169.0,11.0,13.0,Male,11527
22220,2020-02-10,AMAZON,L6,Software Engineer,279.0,"Seattle, WA",5,3,Full Stack,188.0,91.0,0.0,NotDisclosed,11527
22497,2020-02-14,AMAZON,SDE II,Software Engineer,180.0,"Seattle, WA",1,2,Distributed Systems (Back-End),152.0,28.0,0.0,NotDisclosed,11527
22663,2020-02-14,AMAZON,L5,Software Engineer,212.0,"Seattle, WA",4,2,Distributed Systems (Back-End),158.0,38.0,16.0,NotDisclosed,11527
22760,2020-02-15,AMAZON,L4,Software Engineer,159.0,"Seattle, WA",0,0,Distributed Systems (Back-End),97.0,42.0,20.0,Male,11527
22776,2020-02-15,AMAZON,SDE 2,Software Engineer,165.0,"Seattle, WA",8,5,API Development (Back-End),90.0,75.0,0.0,Male,11527
22820,2020-02-15,AMAZON,SDE II,Software Engineer,215.0,"Seattle, WA",2,3,Distributed Systems (Back-End),155.0,57.0,3.0,Male,11527
23109,2020-02-16,AMAZON,L4,Software Engineer,182.0,"Seattle, WA",1,0,Full Stack,151.0,6.0,25.0,Male,11527
23113,2020-02-16,AMAZON,L5,Software Engineer,147.0,"Seattle, WA",6,2,Full Stack,100.0,31.0,16.0,Male,11527
23119,2020-02-17,AMAZON,L5,Software Engineer,228.0,"Seattle, WA",6,3,Full Stack,166.0,47.0,15.0,Male,11527
23121,2020-02-17,AMAZON,SDE II,Software Engineer,173.0,"Seattle, WA",0,0,DevOps,140.0,10.0,23.0,Female,11527
23148,2020-02-17,AMAZON,L5,Software Engineer,187.0,"Seattle, WA",2,2,ML / AI,103.0,84.0,0.0,Male,11527
23190,2020-02-17,AMAZON,SDE I,Software Engineer,148.0,"Seattle, WA",0,0,Full Stack,81.0,30.0,37.0,Male,11527
23223,2020-02-18,AMAZON,L6,Software Engineer,209.0,"Seattle, WA",8,7,Distributed Systems (Back-End),127.0,82.0,0.0,Male,11527
23266,2020-02-18,AMAZON,SDE II,Software Engineer,260.0,"Seattle, WA",4,0,Distributed Systems (Back-End),174.0,77.0,9.0,Male,11527
23280,2020-02-19,AMAZON,SDE II,Software Engineer,244.0,"Seattle, WA",4,0,API Development (Back-End),187.0,57.0,0.0,Male,11527
23316,2020-02-19,AMAZON,SDE I,Software Engineer,117.0,"Seattle, WA",1,0,API Development (Back-End),94.0,4.0,19.0,Male,11527
23383,2020-02-20,AMAZON,SDE II,Software Engineer,175.0,"Seattle, WA",5,2,Full Stack,111.0,64.0,0.0,Female,11527
23436,2020-02-20,AMAZON,SDE I,Software Engineer,202.0,"Seattle, WA",0,0,API Development (Back-End),177.0,10.0,15.0,Male,11527
23438,2020-02-20,AMAZON,L4,Software Engineer,132.0,"Seattle, WA",0,0,IoT,106.0,26.0,0.0,NotDisclosed,11527
23458,2020-02-21,AMAZON,SDE I,Software Engineer,111.0,"Seattle, WA",1,0,API Development (Back-End),92.0,19.0,0.0,Male,11527
23613,2020-02-23,AMAZON,L5,Software Engineer,167.0,"Seattle, WA",9,4,Distributed Systems (Back-End),131.0,36.0,0.0,NotDisclosed,11527
23659,2020-02-24,AMAZON,SDE I,Software Engineer,110.0,"Seattle, WA",1,0,none,97.0,13.0,0.0,Female,11527
23668,2020-02-24,AMAZON,4,Software Engineer,150.0,"Seattle, WA",1,1,Full Stack,139.0,11.0,0.0,Male,11527
23669,2020-02-24,AMAZON,L5,Software Engineer,282.0,"Seattle, WA",6,6,Distributed Systems (Back-End),187.0,95.0,0.0,NotDisclosed,11527
23696,2020-02-24,AMAZON,SDE II,Software Engineer,249.0,"Seattle, WA",4,2,API Development (Back-End),207.0,42.0,0.0,Male,11527
23725,2020-02-25,AMAZON,SDE II,Software Engineer,203.0,"Seattle, WA",14,4,Full Stack,171.0,32.0,0.0,NotDisclosed,11527
23786,2020-02-25,AMAZON,Sde2,Software Engineer,205.0,"Seattle, WA",18,3,Distributed Systems (Back-End),150.0,55.0,0.0,Male,11527
23886,2020-02-27,AMAZON,L5,Software Engineer,149.0,"Seattle, WA",4,3,Distributed Systems (Back-End),118.0,31.0,0.0,Male,11527
23887,2020-02-27,AMAZON,L4,Software Engineer,115.0,"Seattle, WA",1,1,Full Stack,94.0,21.0,0.0,NotDisclosed,11527
23974,2020-02-27,AMAZON,L5,Software Engineer,152.0,"Seattle, WA",2,1,Distributed Systems (Back-End),73.0,47.0,32.0,NotDisclosed,11527
24131,2020-03-01,AMAZON,L5,Software Engineer,239.0,"Seattle, WA",7,4,Full Stack,147.0,51.0,41.0,Male,11527
24287,2020-03-04,AMAZON,L5,Software Engineer,239.0,"Seattle, WA",5,0,API Development (Back-End),177.0,32.0,30.0,NotDisclosed,11527
24304,2020-03-04,AMAZON,L5,Software Engineer,164.0,"Seattle, WA",4,3,Distributed Systems (Back-End),93.0,71.0,0.0,NotDisclosed,11527
24325,2020-03-04,AMAZON,L4,Software Engineer,188.0,"Seattle, WA",2,1,API Development (Back-End),147.0,14.0,27.0,Male,11527
24585,2020-03-08,AMAZON,L5,Software Engineer,195.0,"Seattle, WA",5,4,Full Stack,163.0,32.0,0.0,Male,11527
24602,2020-03-08,AMAZON,SDE I,Software Engineer,146.0,"Seattle, WA",2,0,Full Stack,105.0,4.0,37.0,Male,11527
24673,2020-03-09,AMAZON,L5,Software Engineer,174.0,"Seattle, WA",3,3,Distributed Systems (Back-End),80.0,94.0,0.0,Male,11527
24700,2020-03-09,AMAZON,L4,Software Engineer,165.0,"Seattle, WA",0,1,iOS,135.0,25.0,5.0,NotDisclosed,11527
24732,2020-03-10,AMAZON,L4,Software Engineer,191.0,"Seattle, WA",0,0,Mobile (iOS + Android),141.0,25.0,25.0,Male,11527
24734,2020-03-10,AMAZON,L4,Software Engineer,162.0,"Seattle, WA",5,1,Full Stack,138.0,24.0,0.0,Male,11527
24745,2020-03-10,AMAZON,SDE II,Software Engineer,242.0,"Seattle, WA",2,2,ML / AI,201.0,41.0,0.0,Female,11527
24774,2020-03-10,AMAZON,L5,Software Engineer,161.0,"Seattle, WA",1,1,Full Stack,100.0,28.0,33.0,Male,11527
24777,2020-03-10,AMAZON,L5,Software Engineer,208.0,"Seattle, WA",15,0,API Development (Back-End),125.0,56.0,27.0,NotDisclosed,11527
25050,2020-03-16,AMAZON,SDE I,Software Engineer,113.0,"Seattle, WA",0,0,Distributed Systems (Back-End),72.0,19.0,22.0,Male,11527
25051,2020-03-16,AMAZON,L5,Software Engineer,242.0,"Seattle, WA",25,2,Data,177.0,65.0,0.0,Male,11527
25087,2020-03-17,AMAZON,L4,Software Engineer,232.0,"Seattle, WA",3,1,Distributed Systems (Back-End),160.0,72.0,0.0,Male,11527
25093,2020-03-17,AMAZON,L4,Software Engineer,117.0,"Seattle, WA",1,1,Mobile (iOS + Android),81.0,16.0,20.0,Male,11527
25104,2020-03-18,AMAZON,L5,Software Engineer,253.0,"Seattle, WA",2,1,API Development (Back-End),198.0,55.0,0.0,Male,11527
25143,2020-03-18,AMAZON,L5,Software Engineer,206.0,"Seattle, WA",6,0,ML / AI,111.0,95.0,0.0,Male,11527
25148,2020-03-18,AMAZON,L5,Software Engineer,227.0,"Seattle, WA",6,2,API Development (Back-End),186.0,41.0,0.0,Male,11527
25155,2020-03-18,AMAZON,L5,Software Engineer,241.0,"Seattle, WA",6,5,API Development (Back-End),141.0,100.0,0.0,Male,11527
25207,2020-03-19,AMAZON,L4,Software Engineer,137.0,"Seattle, WA",0,0,Full Stack,112.0,9.0,16.0,Male,11527
25322,2020-03-22,AMAZON,SDE II,Software Engineer,252.0,"Seattle, WA",3,3,Distributed Systems (Back-End),177.0,75.0,0.0,Male,11527
25324,2020-03-22,AMAZON,SDE I,Software Engineer,133.0,"Seattle, WA",1,0,Full Stack,122.0,11.0,0.0,Male,11527
25405,2020-03-24,AMAZON,SDE II,Software Engineer,185.0,"Seattle, WA",3,0,Distributed Systems (Back-End),140.0,28.0,17.0,Male,11527
25452,2020-03-25,AMAZON,L5,Software Engineer,267.0,"Seattle, WA",11,7,API Development (Back-End),192.0,75.0,0.0,Male,11527
25559,2020-03-27,AMAZON,SDE I,Software Engineer,158.0,"Seattle, WA",1,0,Distributed Systems (Back-End),135.0,23.0,0.0,Male,11527
25616,2020-03-28,AMAZON,L5,Software Engineer,195.0,"Seattle, WA",7,5,Distributed Systems (Back-End),132.0,63.0,0.0,Male,11527
25619,2020-03-28,AMAZON,L5,Software Engineer,257.0,"Seattle, WA",3,2,API Development (Back-End),189.0,68.0,0.0,NotDisclosed,11527
25712,2020-03-30,AMAZON,SDE II,Software Engineer,240.0,"Seattle, WA",4,4,ML / AI,167.0,73.0,0.0,Male,11527
25721,2020-03-30,AMAZON,L5,Software Engineer,160.0,"Seattle, WA",4,5,Full Stack,74.0,86.0,0.0,Male,11527
25765,2020-03-31,AMAZON,L4,Software Engineer,202.0,"Seattle, WA",2,0,Web Development (Front-End),161.0,4.0,37.0,Male,11527
25799,2020-03-31,AMAZON,L5,Software Engineer,239.0,"Seattle, WA",3,3,Full Stack,164.0,75.0,0.0,Female,11527
25957,2020-04-03,AMAZON,SDE I,Software Engineer,179.0,"Seattle, WA",1,1,Distributed Systems (Back-End),129.0,18.0,32.0,Male,11527
