rowNumber,Date,Company,Level,Title,TCOMP,Location,YearsOfExperience,YearsOfService,Tag,BaseSalary,StockGrant,Bonus,Gender,CityId
60775,2021-03-09,AMAZON,SDE I,Software Engineer,167.0,"Seattle, WA",0,0,API Development (Back-End),129.0,24.0,14.0,Male,11527
60814,2021-03-09,AMAZON,L4,Software Engineer,130.0,"Seattle, WA",1,1,Full Stack,91.0,28.0,11.0,Male,11527
60838,2021-03-09,AMAZON,L5,Software Engineer,165.0,"Seattle, WA",4,3,Distributed Systems (Back-End),99.0,66.0,0.0,NotDisclosed,11527
60906,2021-03-10,AMAZON,L4,Software Engineer,190.0,"Seattle, WA",2,0,Backend,167.0,11.0,12.0,NotDisclosed,11527
60925,2021-03-10,AMAZON,L4,Software Engineer,177.0,"Seattle, WA",2,3,Distributed Systems (Back-End),149.0,27.0,1.0,Male,11527
61009,2021-03-10,AMAZON,L5,Software Engineer,180.0,"Seattle, WA",3,0,Web Development (Front-End),138.0,42.0,0.0,Male,11527
61010,2021-03-10,AMAZON,L4,Software Engineer,148.0,"Seattle, WA",2,1,DevOps,120.0,8.0,20.0,NotDisclosed,11527
61074,2021-03-11,AMAZON,L4,Software Engineer,262.0,"Seattle, WA",3,0,Web Development (Front-End),171.0,72.0,19.0,Female,11527
61081,2021-03-11,AMAZON,L5,Software Engineer,174.0,"Seattle, WA",4,7,Distributed Systems (Back-End),107.0,67.0,0.0,Male,11527
61144,2021-03-11,AMAZON,L5,Software Engineer,260.0,"Seattle, WA",3,0,API Development (Back-End),166.0,51.0,43.0,Male,11527
61147,2021-03-11,AMAZON,L4,Software Engineer,182.0,"Seattle, WA",0,0,DevOps,142.0,21.0,19.0,Male,11527
61260,2021-03-12,AMAZON,L4,Software Engineer,154.0,"Seattle, WA",0,0,Distributed Systems (Back-End),118.0,25.0,11.0,NotDisclosed,11527
61291,2021-03-12,AMAZON,SDE I,Software Engineer,171.0,"Seattle, WA",0,0,API Development (Back-End),133.0,25.0,13.0,Male,11527
61342,2021-03-12,AMAZON,L4,Software Engineer,157.0,"Seattle, WA",0,0,University,113.0,26.0,18.0,Male,11527
61385,2021-03-13,AMAZON,L4,Software Engineer,187.0,"Seattle, WA",4,1,Distributed Systems (Back-End),129.0,45.0,13.0,NotDisclosed,11527
61414,2021-03-13,AMAZON,L4,Software Engineer,172.0,"Seattle, WA",6,0,Distributed Systems (Back-End),144.0,15.0,13.0,NotDisclosed,11527
61522,2021-03-14,AMAZON,L5,Software Engineer,155.0,"Seattle, WA",4,1,DevOps,85.0,52.0,18.0,Male,11527
61571,2021-03-15,AMAZON,L5,Software Engineer,187.0,"Seattle, WA",10,2,API Development (Back-End),96.0,60.0,31.0,Male,11527
61684,2021-03-15,AMAZON,L5,Software Engineer,201.0,"Seattle, WA",3,4,Distributed Systems (Back-End),115.0,86.0,0.0,NotDisclosed,11527
61739,2021-03-16,AMAZON,SDE I,Software Engineer,152.0,"Seattle, WA",0,0,Distributed Systems (Back-End),111.0,31.0,10.0,Male,11527
61741,2021-03-16,AMAZON,L5,Software Engineer,272.0,"Seattle, WA",3,5,Distributed Systems (Back-End),175.0,97.0,0.0,Male,11527
61842,2021-03-17,AMAZON,L5,Software Engineer,154.0,"Seattle, WA",17,5,Distributed Systems (Back-End),89.0,65.0,0.0,NotDisclosed,11527
61847,2021-03-17,AMAZON,L4,Software Engineer,209.0,"Seattle, WA",9,6,Distributed Systems (Back-End),155.0,54.0,0.0,Male,11527
61852,2021-03-17,AMAZON,L5,Software Engineer,246.0,"Seattle, WA",7,2,Backend,195.0,38.0,13.0,NotDisclosed,11527
61862,2021-03-17,AMAZON,L6,Software Engineer,217.0,"Seattle, WA",5,11,Full Stack,118.0,99.0,0.0,Male,11527
61938,2021-03-17,AMAZON,L4,Software Engineer,130.0,"Seattle, WA",3,1,Full Stack,75.0,38.0,17.0,Male,11527
62031,2021-03-18,AMAZON,L5,Software Engineer,144.0,"Seattle, WA",1,3,Full Stack,87.0,57.0,0.0,Male,11527
62076,2021-03-18,AMAZON,L4,Software Engineer,206.0,"Seattle, WA",2,2,Full Stack,175.0,19.0,12.0,NotDisclosed,11527
62088,2021-03-19,AMAZON,L4,Software Engineer,236.0,"Seattle, WA",6,0,Full Stack,197.0,18.0,21.0,NotDisclosed,11527
62169,2021-03-19,AMAZON,L4,Software Engineer,191.0,"Seattle, WA",0,0,Full Stack,157.0,22.0,12.0,Male,11527
62185,2021-03-19,AMAZON,L4,Software Engineer,199.0,"Seattle, WA",5,3,Android,166.0,14.0,19.0,Female,11527
62190,2021-03-19,AMAZON,L4,Software Engineer,108.0,"Seattle, WA",4,3,Distributed Systems (Back-End),78.0,6.0,24.0,NotDisclosed,11527
62207,2021-03-19,AMAZON,L4,Software Engineer,141.0,"Seattle, WA",3,0,Full Stack,101.0,26.0,14.0,Male,11527
62319,2021-03-21,AMAZON,L5,Software Engineer,149.0,"Seattle, WA",20,8,DevOps,128.0,21.0,0.0,Male,11527
62391,2021-03-22,AMAZON,L4,Software Engineer,171.0,"Seattle, WA",0,0,API Development (Back-End),129.0,25.0,17.0,Male,11527
62428,2021-03-22,AMAZON,L5,Software Engineer,205.0,"Seattle, WA",3,1,ML / AI,89.0,80.0,36.0,NotDisclosed,11527
62454,2021-03-22,AMAZON,L4,Software Engineer,189.0,"Seattle, WA",0,0,Distributed Systems (Back-End),153.0,24.0,12.0,Male,11527
62596,2021-03-23,AMAZON,L5,Software Engineer,278.0,"Seattle, WA",6,7,API Development (Back-End),189.0,89.0,0.0,NotDisclosed,11527
62644,2021-03-23,AMAZON,L5,Software Engineer,224.0,"Seattle, WA",3,2,Distributed Systems (Back-End),204.0,20.0,0.0,NotDisclosed,11527
62747,2021-03-24,AMAZON,L4,Software Engineer,151.0,"Seattle, WA",1,0,Distributed Systems (Back-End),121.0,8.0,22.0,NotDisclosed,11527
62838,2021-03-25,AMAZON,L4,Software Engineer,159.0,"Seattle, WA",3,1,Distributed Systems (Back-End),128.0,18.0,13.0,NotDisclosed,11527
62874,2021-03-25,AMAZON,L5,Software Engineer,176.0,"Seattle, WA",3,3,Distributed Systems (Back-End),150.0,26.0,0.0,Male,11527
62953,2021-03-26,AMAZON,L4,Software Engineer,124.0,"Seattle, WA",1,1,API Development (Back-End),89.0,26.0,9.0,Male,11527
62982,2021-03-26,AMAZON,L4,Software Engineer,157.0,"Seattle, WA",0,0,ML / AI,111.0,7.0,39.0,NotDisclosed,11527
63012,2021-03-26,AMAZON,L6,Software Engineer,212.0,"Seattle, WA",15,9,API Development (Back-End),130.0,82.0,0.0,Male,11527
63051,2021-03-26,AMAZON,L5,Software Engineer,214.0,"Seattle, WA",3,3,API Development (Back-End),148.0,66.0,0.0,Male,11527
63146,2021-03-27,AMAZON,L4,Software Engineer,118.0,"Seattle, WA",3,0,Web Development (Front-End),78.0,33.0,7.0,Male,11527
63150,2021-03-27,AMAZON,SDE II,Software Engineer,253.0,"Seattle, WA",9,5,Full Stack,159.0,94.0,0.0,Male,11527
63268,2021-03-28,AMAZON,L5,Software Engineer,112.0,"Seattle, WA",4,2,Distributed Systems (Back-End),83.0,21.0,8.0,Male,11527
63389,2021-03-29,AMAZON,L5,Software Engineer,213.0,"Seattle, WA",4,3,ML / AI,115.0,98.0,0.0,Male,11527
63403,2021-03-29,AMAZON,L5,Software Engineer,181.0,"Seattle, WA",15,8,Distributed Systems (Back-End),107.0,74.0,0.0,Male,11527
63420,2021-03-30,AMAZON,L6,Software Engineer,301.0,"Seattle, WA",7,3,Distributed Systems (Back-End),209.0,92.0,0.0,Male,11527
63537,2021-03-30,AMAZON,L4,Software Engineer,160.0,"Seattle, WA",2,3,Distributed Systems (Back-End),137.0,14.0,9.0,NotDisclosed,11527
63883,2021-04-02,AMAZON,SDE I,Software Engineer,112.0,"Seattle, WA",0,0,Full Stack,73.0,31.0,8.0,Female,11527
63969,2021-04-02,AMAZON,L5,Software Engineer,167.0,"Seattle, WA",2,1,API Development (Back-End),107.0,46.0,14.0,Male,11527
64033,2021-04-03,AMAZON,L4,Software Engineer,131.0,"Seattle, WA",1,1,Full Stack,103.0,16.0,12.0,Male,11527
64254,2021-04-05,AMAZON,L5,Software Engineer,202.0,"Seattle, WA",5,6,Distributed Systems (Back-End),151.0,51.0,0.0,NotDisclosed,11527
64256,2021-04-05,AMAZON,L4,Software Engineer,214.0,"Seattle, WA",2,0,Distributed Systems (Back-End),174.0,21.0,19.0,Male,11527
64302,2021-04-05,AMAZON,L2,Software Engineer,119.0,"Seattle, WA",4,6,Android,98.0,10.0,11.0,NotDisclosed,11527
64324,2021-04-05,AMAZON,SDE II,Software Engineer,220.0,"Seattle, WA",4,3,API Development (Back-End),202.0,18.0,0.0,NotDisclosed,11527
64328,2021-04-05,AMAZON,L4,Software Engineer,146.0,"Seattle, WA",0,0,Full Stack,111.0,18.0,17.0,Female,11527
64449,2021-04-06,AMAZON,L5,Software Engineer,172.0,"Seattle, WA",10,9,Distributed Systems (Back-End),141.0,31.0,0.0,Female,11527
64459,2021-04-06,AMAZON,L5,Software Engineer,186.0,"Seattle, WA",6,5,API Development (Back-End),120.0,37.0,29.0,Male,11527
64548,2021-04-07,AMAZON,L5,Software Engineer,186.0,"Seattle, WA",3,7,API Development (Back-End),125.0,61.0,0.0,NotDisclosed,11527
64602,2021-04-07,AMAZON,L5,Software Engineer,198.0,"Seattle, WA",9,6,Security,139.0,59.0,0.0,Male,11527
64615,2021-04-07,AMAZON,L5,Software Engineer,179.0,"Seattle, WA",3,1,Data,108.0,71.0,0.0,Female,11527
64628,2021-04-07,AMAZON,L5,Software Engineer,251.0,"Seattle, WA",4,4,Full Stack,202.0,49.0,0.0,NotDisclosed,11527
64633,2021-04-07,AMAZON,L5,Software Engineer,216.0,"Seattle, WA",4,0,API Development (Back-End),154.0,42.0,20.0,Male,11527
64657,2021-04-07,AMAZON,L4,Software Engineer,110.0,"Seattle, WA",4,3,Distributed Systems (Back-End),78.0,13.0,19.0,Male,11527
64754,2021-04-08,AMAZON,L5,Software Engineer,137.0,"Seattle, WA",6,3,Distributed Systems (Back-End),78.0,59.0,0.0,NotDisclosed,11527
64793,2021-04-08,AMAZON,L5,Software Engineer,229.0,"Seattle, WA",3,3,API Development (Back-End),157.0,72.0,0.0,Male,11527
64797,2021-04-08,AMAZON,L5,Software Engineer,173.0,"Seattle, WA",8,6,Full Stack,88.0,85.0,0.0,Male,11527
64806,2021-04-08,AMAZON,L5,Software Engineer,120.0,"Seattle, WA",3,3,Full Stack,85.0,35.0,0.0,Male,11527
64827,2021-04-08,AMAZON,SDE II,Software Engineer,195.0,"Seattle, WA",4,4,Full Stack,140.0,55.0,0.0,Male,11527
64869,2021-04-08,AMAZON,L4,Software Engineer,123.0,"Seattle, WA",3,1,Networking,107.0,9.0,7.0,Male,11527
64976,2021-04-09,AMAZON,SDE I,Software Engineer,187.0,"Seattle, WA",0,0,Web Development (Front-End),161.0,15.0,11.0,NotDisclosed,11527
65052,2021-04-10,AMAZON,L4,Software Engineer,157.0,"Seattle, WA",4,2,Distributed Systems (Back-End),110.0,28.0,19.0,Male,11527
65138,2021-04-11,AMAZON,L4,Software Engineer,188.0,"Seattle, WA",0,0,Distributed Systems (Back-End),169.0,10.0,9.0,Male,11527
65233,2021-04-11,AMAZON,SDE I,Software Engineer,217.0,"Seattle, WA",1,0,Full Stack,173.0,25.0,19.0,NotDisclosed,11527
65241,2021-04-12,AMAZON,L6,Software Engineer,178.0,"Seattle, WA",18,4,Distributed Systems (Back-End),103.0,75.0,0.0,Male,11527
65327,2021-04-12,AMAZON,L5,Software Engineer,253.0,"Seattle, WA",6,9,Full Stack,144.0,109.0,0.0,NotDisclosed,11527
65397,2021-04-12,AMAZON,L5,Software Engineer,157.0,"Seattle, WA",3,4,ML / AI,116.0,41.0,0.0,Male,11527
65418,2021-04-13,AMAZON,L5,Software Engineer,222.0,"Seattle, WA",4,4,API Development (Back-End),167.0,55.0,0.0,NotDisclosed,11527
65421,2021-04-13,AMAZON,L5,Software Engineer,234.0,"Seattle, WA",7,3,Distributed Systems (Back-End),169.0,65.0,0.0,Male,11527
65505,2021-04-13,AMAZON,L5,Software Engineer,240.0,"Seattle, WA",6,5,Distributed Systems (Back-End),151.0,89.0,0.0,Male,11527
65659,2021-04-14,AMAZON,L6,Software Engineer,274.0,"Seattle, WA",4,3,Web Development (Front-End),188.0,86.0,0.0,Male,11527
65662,2021-04-14,AMAZON,L5,Software Engineer,339.0,"Seattle, WA",3,3,Security,208.0,98.0,33.0,NotDisclosed,11527
65664,2021-04-14,AMAZON,L4,Software Engineer,115.0,"Seattle, WA",1,1,Distributed Systems (Back-End),76.0,27.0,12.0,Male,11527
65689,2021-04-14,AMAZON,L5,Software Engineer,219.0,"Seattle, WA",4,4,API Development (Back-End),186.0,33.0,0.0,Female,11527
65707,2021-04-14,AMAZON,L4,Software Engineer,149.0,"Seattle, WA",1,1,Distributed Systems (Back-End),122.0,13.0,14.0,Male,11527
65746,2021-04-14,AMAZON,L5,Software Engineer,256.0,"Seattle, WA",6,6,Distributed Systems (Back-End),201.0,55.0,0.0,NotDisclosed,11527
65795,2021-04-15,AMAZON,L5,Software Engineer,231.0,"Seattle, WA",2,1,API Development (Back-End),166.0,65.0,0.0,Male,11527
65826,2021-04-15,AMAZON,L6,Software Engineer,183.0,"Seattle, WA",6,2,Full Stack,89.0,94.0,0.0,Male,11527
65855,2021-04-15,AMAZON,L5,Software Engineer,192.0,"Seattle, WA",2,2,Full Stack,131.0,45.0,16.0,Male,11527
65860,2021-04-15,AMAZON,L4,Software Engineer,200.0,"Seattle, WA",1,0,Full Stack,171.0,19.0,10.0,Male,11527
65866,2021-04-15,AMAZON,L4,Software Engineer,153.0,"Seattle, WA",4,0,Full Stack,121.0,19.0,13.0,Male,11527
65870,2021-04-15,AMAZON,SDE II,Software Engineer,222.0,"Seattle, WA",2,4,Full Stack,182.0,40.0,0.0,Female,11527
65880,2021-04-15,AMAZON,L4,Software Engineer,120.0,"Seattle, WA",2,2,Full Stack,80.0,35.0,5.0,NotDisclosed,11527
65906,2021-04-15,AMAZON,L5,Software Engineer,170.0,"Seattle, WA",3,4,Full Stack,119.0,51.0,0.0,Female,11527
65913,2021-04-15,AMAZON,L5,Software Engineer,299.0,"Seattle, WA",8,4,Distributed Systems (Back-End),209.0,90.0,0.0,Male,11527
65917,2021-04-15,AMAZON,L5,Software Engineer,250.0,"Seattle, WA",3,7,Full Stack,144.0,106.0,0.0,Male,11527
66059,2021-04-16,AMAZON,L4,Software Engineer,162.0,"Seattle, WA",1,3,Full Stack,147.0,14.0,1.0,Male,11527
66093,2021-04-16,AMAZON,L5,Software Engineer,201.0,"Seattle, WA",8,6,Distributed Systems (Back-End),153.0,48.0,0.0,Male,11527
66095,2021-04-16,AMAZON,L5,Software Engineer,234.0,"Seattle, WA",4,2,Distributed Systems (Back-End),122.0,110.0,2.0,Male,11527
66096,2021-04-16,AMAZON,L4,Software Engineer,192.0,"Seattle, WA",2,2,Full Stack,160.0,24.0,8.0,Male,11527
66134,2021-04-16,AMAZON,L5,Software Engineer,151.0,"Seattle, WA",1,2,Full Stack,91.0,60.0,0.0,NotDisclosed,11527
66211,2021-04-17,AMAZON,L5,Software Engineer,173.0,"Seattle, WA",3,3,Distributed Systems (Back-End),112.0,35.0,26.0,Male,11527
66217,2021-04-17,AMAZON,L5,Software Engineer,209.0,"Seattle, WA",5,3,Distributed Systems (Back-End),116.0,93.0,0.0,Male,11527
66247,2021-04-17,AMAZON,L5,Software Engineer,207.0,"Seattle, WA",2,2,API Development (Back-End),139.0,68.0,0.0,NotDisclosed,11527
66330,2021-04-18,AMAZON,L5,Software Engineer,154.0,"Seattle, WA",12,3,ML / AI,85.0,69.0,0.0,NotDisclosed,11527
66342,2021-04-18,AMAZON,L5,Software Engineer,251.0,"Seattle, WA",7,7,Full Stack,139.0,112.0,0.0,Male,11527
66413,2021-04-19,AMAZON,L5,Software Engineer,197.0,"Seattle, WA",6,7,Networking,151.0,46.0,0.0,Male,11527
66420,2021-04-19,AMAZON,SDE III,Software Engineer,183.0,"Seattle, WA",6,6,Distributed Systems (Back-End),109.0,74.0,0.0,Male,11527
66424,2021-04-19,AMAZON,SDE II,Software Engineer,135.0,"Seattle, WA",3,2,Mobile (iOS + Android),106.0,25.0,4.0,NotDisclosed,11527
66477,2021-04-19,AMAZON,L5,Software Engineer,290.0,"Seattle, WA",6,10,Full Stack,181.0,109.0,0.0,Male,11527
66561,2021-04-20,AMAZON,SDE III,Software Engineer,281.0,"Seattle, WA",8,6,Distributed Systems (Back-End),198.0,83.0,0.0,Male,11527
66576,2021-04-20,AMAZON,L6,Software Engineer,239.0,"Seattle, WA",7,10,Testing (SDET),184.0,55.0,0.0,NotDisclosed,11527
66599,2021-04-20,AMAZON,L5,Software Engineer,183.0,"Seattle, WA",3,5,Full Stack,104.0,79.0,0.0,NotDisclosed,11527
66628,2021-04-20,AMAZON,L5,Software Engineer,123.0,"Seattle, WA",7,5,Full Stack,79.0,41.0,3.0,NotDisclosed,11527
66631,2021-04-20,AMAZON,L4,Software Engineer,229.0,"Seattle, WA",6,6,API Development (Back-End),154.0,75.0,0.0,Male,11527
66693,2021-04-21,AMAZON,L4,Software Engineer,205.0,"Seattle, WA",0,0,Full Stack,166.0,21.0,18.0,NotDisclosed,11527
66954,2021-04-22,AMAZON,SDE II,Software Engineer,135.0,"Seattle, WA",5,5,Distributed Systems (Back-End),109.0,26.0,0.0,NotDisclosed,11527
66995,2021-04-22,AMAZON,L4,Software Engineer,210.0,"Seattle, WA",0,0,API Development (Back-End),167.0,28.0,15.0,Male,11527
67026,2021-04-22,AMAZON,L4,Software Engineer,190.0,"Seattle, WA",4,1,API Development (Back-End),106.0,76.0,8.0,NotDisclosed,11527
67093,2021-04-23,AMAZON,L5,Software Engineer,187.0,"Seattle, WA",8,1,Full Stack,131.0,40.0,16.0,Male,11527
67118,2021-04-23,AMAZON,L5,Software Engineer,231.0,"Seattle, WA",3,2,Distributed Systems (Back-End),161.0,70.0,0.0,NotDisclosed,11527
67152,2021-04-23,AMAZON,L6,Software Engineer,229.0,"Seattle, WA",5,6,Distributed Systems (Back-End),196.0,33.0,0.0,Male,11527
67217,2021-04-24,AMAZON,L5,Software Engineer,321.0,"Seattle, WA",2,3,Full Stack,208.0,110.0,3.0,Male,11527
67244,2021-04-24,AMAZON,L5,Software Engineer,192.0,"Seattle, WA",6,3,Full Stack,91.0,95.0,6.0,Male,11527
67285,2021-04-25,AMAZON,L5,Software Engineer,221.0,"Seattle, WA",4,4,Distributed Systems (Back-End),178.0,43.0,0.0,Male,11527
67336,2021-04-25,AMAZON,L4,Software Engineer,153.0,"Seattle, WA",4,3,Distributed Systems (Back-End),129.0,14.0,10.0,Male,11527
67342,2021-04-25,AMAZON,L6,Software Engineer,243.0,"Seattle, WA",15,10,Distributed Systems (Back-End),175.0,68.0,0.0,Male,11527
67351,2021-04-25,AMAZON,L5,Software Engineer,242.0,"Seattle, WA",4,1,API Development (Back-End),178.0,38.0,26.0,NotDisclosed,11527
67395,2021-04-26,AMAZON,L4,Software Engineer,161.0,"Seattle, WA",2,1,Production,118.0,19.0,24.0,NotDisclosed,11527
67414,2021-04-26,AMAZON,L5,Software Engineer,230.0,"Seattle, WA",8,1,ML / AI,98.0,107.0,25.0,Male,11527
67467,2021-04-26,AMAZON,L5,Software Engineer,123.0,"Seattle, WA",12,7,API Development (Back-End),74.0,49.0,0.0,Male,11527
67612,2021-04-27,AMAZON,L5,Software Engineer,217.0,"Seattle, WA",10,2,API Development (Back-End),112.0,105.0,0.0,Male,11527
67631,2021-04-27,AMAZON,SDE I,Software Engineer,162.0,"Seattle, WA",0,0,ML / AI,121.0,33.0,8.0,Male,11527
67665,2021-04-27,AMAZON,L5,Software Engineer,223.0,"Seattle, WA",7,2,API Development (Back-End),144.0,79.0,0.0,Male,11527
67767,2021-04-28,AMAZON,L5,Software Engineer,296.0,"Seattle, WA",11,3,Full Stack,191.0,105.0,0.0,Male,11527
67776,2021-04-28,AMAZON,L4,Software Engineer,207.0,"Seattle, WA",1,0,Full Stack,171.0,25.0,11.0,NotDisclosed,11527
67790,2021-04-28,AMAZON,L4,Software Engineer,129.0,"Seattle, WA",1,0,API Development (Back-End),86.0,22.0,21.0,Male,11527
67822,2021-04-28,AMAZON,L4,Software Engineer,111.0,"Seattle, WA",6,1,Distributed Systems (Back-End),70.0,25.0,16.0,Female,11527
67960,2021-04-30,AMAZON,L4,Software Engineer,138.0,"Seattle, WA",0,0,Full Stack,90.0,41.0,7.0,Male,11527
67982,2021-04-30,AMAZON,L5,Software Engineer,173.0,"Seattle, WA",10,6,ML / AI,108.0,65.0,0.0,NotDisclosed,11527
68039,2021-04-30,AMAZON,L5,Software Engineer,152.0,"Seattle, WA",7,1,Full Stack,107.0,24.0,21.0,NotDisclosed,11527
68099,2021-05-01,AMAZON,L4,Software Engineer,147.0,"Seattle, WA",0,0,AWS,106.0,31.0,10.0,Male,11527
68131,2021-05-01,AMAZON,L4,Software Engineer,169.0,"Seattle, WA",2,4,Distributed Systems (Back-End),142.0,25.0,2.0,Male,11527
68135,2021-05-01,AMAZON,L5,Software Engineer,168.0,"Seattle, WA",10,1,Production,88.0,40.0,40.0,Female,11527
68156,2021-05-01,AMAZON,L5,Software Engineer,222.0,"Seattle, WA",13,7,Distributed Systems (Back-End),167.0,55.0,0.0,NotDisclosed,11527
68260,2021-05-03,AMAZON,L4,Software Engineer,161.0,"Seattle, WA",3,2,ML / AI,85.0,76.0,0.0,Male,11527
68264,2021-05-03,AMAZON,L6,Software Engineer,283.0,"Seattle, WA",11,6,API Development (Back-End),177.0,106.0,0.0,NotDisclosed,11527
68287,2021-05-03,AMAZON,L5,Software Engineer,261.0,"Seattle, WA",5,5,Distributed Systems (Back-End),167.0,94.0,0.0,NotDisclosed,11527
68291,2021-05-03,AMAZON,L6,Software Engineer,244.0,"Seattle, WA",7,8,Full Stack,145.0,99.0,0.0,Male,11527
68352,2021-05-03,AMAZON,L5,Software Engineer,201.0,"Seattle, WA",3,2,Full Stack,154.0,47.0,0.0,NotDisclosed,11527
68578,2021-05-05,AMAZON,L5,Software Engineer,217.0,"Seattle, WA",4,0,Web Development (Front-End),180.0,20.0,17.0,Female,11527
68608,2021-05-05,AMAZON,L5,Software Engineer,282.0,"Seattle, WA",2,4,API Development (Back-End),188.0,94.0,0.0,Female,11527
68612,2021-05-05,AMAZON,L5,Software Engineer,304.0,"Seattle, WA",7,7,ML / AI,197.0,107.0,0.0,Female,11527
68709,2021-05-06,AMAZON,L5,Software Engineer,218.0,"Seattle, WA",6,5,Full Stack,173.0,45.0,0.0,Male,11527
68738,2021-05-06,AMAZON,SDE I,Software Engineer,200.0,"Seattle, WA",6,1,Full Stack,137.0,45.0,18.0,Female,11527
68859,2021-05-07,AMAZON,L5,Software Engineer,200.0,"Seattle, WA",7,8,Distributed Systems (Back-End),129.0,71.0,0.0,Male,11527
68875,2021-05-07,AMAZON,SDE III,Software Engineer,208.0,"Seattle, WA",3,2,Distributed Systems (Back-End),117.0,91.0,0.0,Male,11527
68987,2021-05-08,AMAZON,L5,Software Engineer,191.0,"Seattle, WA",5,2,API Development (Back-End),119.0,72.0,0.0,Male,11527
69006,2021-05-08,AMAZON,L4,Software Engineer,179.0,"Seattle, WA",2,0,Distributed Systems (Back-End),138.0,19.0,22.0,Male,11527
69050,2021-05-08,AMAZON,L5,Software Engineer,170.0,"Seattle, WA",2,3,Distributed Systems (Back-End),128.0,42.0,0.0,Male,11527
69134,2021-05-09,AMAZON,L4,Software Engineer,224.0,"Seattle, WA",1,1,Distributed Systems (Back-End),180.0,28.0,16.0,Male,11527
69240,2021-05-10,AMAZON,L6,Software Engineer,265.0,"Seattle, WA",7,5,Full Stack,168.0,87.0,10.0,NotDisclosed,11527
69306,2021-05-10,AMAZON,L5,Software Engineer,170.0,"Seattle, WA",4,3,Web Development (Front-End),118.0,52.0,0.0,NotDisclosed,11527
69328,2021-05-11,AMAZON,L5,Software Engineer,233.0,"Seattle, WA",10,10,Distributed Systems (Back-End),190.0,43.0,0.0,Male,11527
69431,2021-05-11,AMAZON,L5,Software Engineer,179.0,"Seattle, WA",3,2,Security,141.0,33.0,5.0,Male,11527
69442,2021-05-11,AMAZON,L4,Software Engineer,139.0,"Seattle, WA",1,1,Production,102.0,23.0,14.0,NotDisclosed,11527
69592,2021-05-12,AMAZON,L4,Software Engineer,245.0,"Seattle, WA",2,0,Distributed Systems (Back-End),190.0,28.0,27.0,Female,11527
69602,2021-05-12,AMAZON,L4,Software Engineer,251.0,"Seattle, WA",7,2,Full Stack,140.0,99.0,12.0,Male,11527
69629,2021-05-12,AMAZON,L1,Software Engineer,149.0,"Seattle, WA",3,2,Full Stack,114.0,35.0,0.0,Female,11527
69739,2021-05-13,AMAZON,SDE I,Software Engineer,153.0,"Seattle, WA",2,0,Distributed Systems (Back-End),83.0,29.0,41.0,Male,11527
69742,2021-05-13,AMAZON,SDE I,Software Engineer,175.0,"Seattle, WA",2,0,Distributed Systems (Back-End),120.0,22.0,33.0,Male,11527
69760,2021-05-13,AMAZON,L4,Software Engineer,222.0,"Seattle, WA",1,2,Distributed Systems (Back-End),173.0,49.0,0.0,Male,11527
69954,2021-05-15,AMAZON,L5,Software Engineer,256.0,"Seattle, WA",3,0,Full Stack,209.0,22.0,25.0,Female,11527
69959,2021-05-15,AMAZON,SDE I,Software Engineer,146.0,"Seattle, WA",0,0,Networking,110.0,22.0,14.0,NotDisclosed,11527
69967,2021-05-15,AMAZON,L5,Software Engineer,242.0,"Seattle, WA",4,3,Full Stack,151.0,91.0,0.0,NotDisclosed,11527
69968,2021-05-15,AMAZON,L5,Software Engineer,270.0,"Seattle, WA",5,5,Full Stack,163.0,107.0,0.0,Male,11527
69984,2021-05-15,AMAZON,L6,Software Engineer,251.0,"Seattle, WA",5,12,Distributed Systems (Back-End),166.0,85.0,0.0,NotDisclosed,11527
70077,2021-05-16,AMAZON,L4,Software Engineer,151.0,"Seattle, WA",1,1,Distributed Systems (Back-End),118.0,23.0,10.0,Male,11527
70276,2021-05-18,AMAZON,L5,Software Engineer,214.0,"Seattle, WA",11,5,Distributed Systems (Back-End),137.0,77.0,0.0,Male,11527
70279,2021-05-18,AMAZON,L5,Software Engineer,201.0,"Seattle, WA",5,3,API Development (Back-End),148.0,53.0,0.0,Female,11527
70319,2021-05-19,AMAZON,L4,Software Engineer,156.0,"Seattle, WA",3,3,Distributed Systems (Back-End),124.0,32.0,0.0,Male,11527
70331,2021-05-19,AMAZON,L5,Software Engineer,202.0,"Seattle, WA",6,4,Customer Experience,99.0,103.0,0.0,NotDisclosed,11527
70395,2021-05-20,AMAZON,L3,Software Engineer,198.0,"Seattle, WA",1,2,Security,151.0,38.0,9.0,Male,11527
70412,2021-05-20,AMAZON,L5,Software Engineer,217.0,"Seattle, WA",6,6,API Development (Back-End),152.0,65.0,0.0,NotDisclosed,11527
70444,2021-05-20,AMAZON,L5,Software Engineer,246.0,"Seattle, WA",6,2,DevOps,146.0,83.0,17.0,Female,11527
70568,2021-05-21,AMAZON,L2,Software Engineer,147.0,"Seattle, WA",8,4,API Development (Back-End),100.0,47.0,0.0,NotDisclosed,11527
70649,2021-05-22,AMAZON,L5,Software Engineer,155.0,"Seattle, WA",3,5,Distributed Systems (Back-End),114.0,41.0,0.0,Male,11527
70659,2021-05-22,AMAZON,L5,Software Engineer,252.0,"Seattle, WA",7,9,Full Stack,209.0,43.0,0.0,Male,11527
70667,2021-05-22,AMAZON,L6,Software Engineer,244.0,"Seattle, WA",7,9,Full Stack,154.0,90.0,0.0,Male,11527
